PassengerId,Survived,Pclass,Sex_Encoded,Age,SibSp,Parch,Fare,Embarked_Q,Embarked_S,Age_Z,Fare_Z,SibSp_Z,Parch_Z
247,0,3,0,25.0,0.0,0,7.775,0,1,-0.3345971608904879,-0.7944591179900464,-0.6021737566273045,
248,1,2,0,24.0,0.0,0,14.5,0,1,-0.4174329681573467,-0.4661160223764754,-0.6021737566273045,
249,1,1,1,37.0,1.0,0,52.5542,0,1,0.6594325263118174,1.3918518332514738,0.8097652358856646,
250,0,2,1,54.0,1.0,0,26.0,0,1,2.0676412498484167,0.09536287718576517,0.8097652358856646,
251,0,3,1,28.0,0.0,0,7.25,0,1,-0.08608973908991159,-0.8200918503613662,-0.6021737566273045,
252,0,3,0,29.0,1.0,0,10.4625,0,1,-0.0032539318230528085,-0.6632439403749577,0.8097652358856646,
253,0,1,1,54.5,0.0,0,26.55,0,1,2.109059153481846,0.12221621586048105,-0.6021737566273045,
254,0,3,1,30.0,1.0,0,16.1,0,1,0.07958187544380597,-0.38799721895912015,0.8097652358856646,
255,0,3,0,41.0,0.0,0,20.2125,0,1,0.9907757553792526,-0.18720748205044946,-0.6021737566273045,
256,1,3,0,29.0,0.0,0,15.2458,0,0,-0.0032539318230528085,-0.42970289513356075,-0.6021737566273045,
257,1,1,0,28.0,0.0,0,65.6344,0,0,-0.08608973908991159,2.03048281603878,-0.6021737566273045,
258,1,1,0,30.0,0.0,0,65.6344,0,1,0.07958187544380597,2.03048281603878,-0.6021737566273045,
259,1,1,0,35.0,0.0,0,65.6344,0,0,0.49376091177809983,2.03048281603878,-0.6021737566273045,
260,1,2,0,50.0,0.0,0,26.0,0,1,1.7362980207809815,0.09536287718576517,-0.6021737566273045,
261,0,3,1,28.0,0.0,0,7.75,1,0,-0.08608973908991159,-0.7956797242934427,-0.6021737566273045,
262,1,3,1,3.0,2.5,0,31.3875,0,1,-2.156984920761381,0.3584035355676409,2.927673724655119,
263,0,1,1,52.0,1.0,0,65.6344,0,1,1.901969635314699,2.03048281603878,0.8097652358856646,
264,0,1,1,40.0,0.0,0,0.0,0,1,0.9079399481123938,-1.174067678346257,-0.6021737566273045,
265,0,3,0,28.0,0.0,0,7.75,1,0,-0.08608973908991159,-0.7956797242934427,-0.6021737566273045,
266,0,2,1,36.0,0.0,0,10.5,0,1,0.5765967190449587,-0.6614130309198635,-0.6021737566273045,
267,0,3,1,16.0,2.5,0,39.6875,0,1,-1.080119426292217,0.7636448282951711,2.927673724655119,
268,1,3,1,25.0,1.0,0,7.775,0,1,-0.3345971608904879,-0.7944591179900464,0.8097652358856646,
269,1,1,0,54.5,0.0,0,65.6344,0,1,2.109059153481846,2.03048281603878,-0.6021737566273045,
270,1,1,0,35.0,0.0,0,65.6344,0,1,0.49376091177809983,2.03048281603878,-0.6021737566273045,
271,0,1,1,28.0,0.0,0,31.0,0,1,-0.08608973908991159,0.3394841378650002,-0.6021737566273045,
272,1,3,1,25.0,0.0,0,0.0,0,1,-0.3345971608904879,-1.174067678346257,-0.6021737566273045,
273,1,2,0,41.0,0.0,0,19.5,0,1,0.9907757553792526,-0.22199476169724036,-0.6021737566273045,
274,0,1,1,37.0,0.0,0,29.7,0,0,0.6594325263118174,0.27601261008839906,-0.6021737566273045,
275,1,3,0,28.0,0.0,0,7.75,1,0,-0.08608973908991159,-0.7956797242934427,-0.6021737566273045,
276,1,1,0,54.5,1.0,0,65.6344,0,1,2.109059153481846,2.03048281603878,0.8097652358856646,
277,0,3,0,45.0,0.0,0,7.75,0,1,1.3221189844466876,-0.7956797242934427,-0.6021737566273045,
278,0,2,1,28.0,0.0,0,0.0,0,1,-0.08608973908991159,-1.174067678346257,-0.6021737566273045,
279,0,3,1,7.0,2.5,0,29.125,1,0,-1.825641691693946,0.24793866511028706,2.927673724655119,
280,1,3,0,35.0,1.0,0,20.25,0,1,0.49376091177809983,-0.18537657259535512,0.8097652358856646,
281,0,3,1,54.5,0.0,0,7.75,1,0,2.109059153481846,-0.7956797242934427,-0.6021737566273045,
282,0,3,1,28.0,0.0,0,7.8542,0,1,-0.08608973908991159,-0.7905922372208875,-0.6021737566273045,
283,0,3,1,16.0,0.0,0,9.5,0,1,-1.080119426292217,-0.7102372830557104,-0.6021737566273045,
284,1,3,1,19.0,0.0,0,8.05,0,1,-0.8316120044916406,-0.7810324486526885,-0.6021737566273045,
285,0,1,1,28.0,0.0,0,26.0,0,1,-0.08608973908991159,0.09536287718576517,-0.6021737566273045,
286,0,3,1,33.0,0.0,0,8.6625,0,0,0.3280892972443823,-0.7511275942194823,-0.6021737566273045,
287,1,3,1,30.0,0.0,0,9.5,0,1,0.07958187544380597,-0.7102372830557104,-0.6021737566273045,
288,0,3,1,22.0,0.0,0,7.8958,0,1,-0.5831045826910642,-0.7885611483320362,-0.6021737566273045,
289,1,2,1,42.0,0.0,0,13.0,0,1,1.0736115626461114,-0.5393524005802459,-0.6021737566273045,
290,1,3,0,22.0,0.0,0,7.75,1,0,-0.5831045826910642,-0.7956797242934427,-0.6021737566273045,
291,1,1,0,26.0,0.0,0,65.6344,0,1,-0.2517613536236291,2.03048281603878,-0.6021737566273045,
292,1,1,0,19.0,1.0,0,65.6344,0,0,-0.8316120044916406,2.03048281603878,0.8097652358856646,
293,0,2,1,36.0,0.0,0,12.875,0,0,0.5765967190449587,-0.5454554320972268,-0.6021737566273045,
294,0,3,0,24.0,0.0,0,8.85,0,1,-0.4174329681573467,-0.741973046944011,-0.6021737566273045,
295,0,3,1,24.0,0.0,0,7.8958,0,1,-0.4174329681573467,-0.7885611483320362,-0.6021737566273045,
296,0,1,1,28.0,0.0,0,27.7208,0,0,-0.08608973908991159,0.17937965026113073,-0.6021737566273045,
297,0,3,1,23.5,0.0,0,7.2292,0,0,-0.4588508717907761,-0.8211073948057919,-0.6021737566273045,
298,0,1,0,2.5,1.0,0,65.6344,0,1,-2.1984028243948104,2.03048281603878,0.8097652358856646,
299,1,1,1,28.0,0.0,0,30.5,0,1,-0.08608973908991159,0.31507201179707667,-0.6021737566273045,
300,1,1,0,50.0,0.0,0,65.6344,0,0,1.7362980207809815,2.03048281603878,-0.6021737566273045,
301,1,3,0,28.0,0.0,0,7.75,1,0,-0.08608973908991159,-0.7956797242934427,-0.6021737566273045,
302,1,3,1,28.0,2.0,0,23.25,1,0,-0.08608973908991159,-0.0389038161878141,2.2217042283986337,
303,0,3,1,19.0,0.0,0,0.0,0,1,-0.8316120044916406,-1.174067678346257,-0.6021737566273045,
304,1,2,0,28.0,0.0,0,12.35,1,0,-0.08608973908991159,-0.5710881644685465,-0.6021737566273045,
305,0,3,1,28.0,0.0,0,8.05,0,1,-0.08608973908991159,-0.7810324486526885,-0.6021737566273045,
306,1,1,1,2.5,1.0,0,65.6344,0,1,-2.1984028243948104,2.03048281603878,0.8097652358856646,
307,1,1,0,28.0,0.0,0,65.6344,0,0,-0.08608973908991159,2.03048281603878,-0.6021737566273045,
308,1,1,0,17.0,1.0,0,65.6344,0,0,-0.9972836190253581,2.03048281603878,0.8097652358856646,
309,0,2,1,30.0,1.0,0,24.0,0,0,0.07958187544380597,-0.002285627085928845,0.8097652358856646,
310,1,1,0,30.0,0.0,0,56.9292,0,0,0.07958187544380597,1.6054579363458044,-0.6021737566273045,
311,1,1,0,24.0,0.0,0,65.6344,0,0,-0.4174329681573467,2.03048281603878,-0.6021737566273045,
312,1,1,0,18.0,2.0,0,65.6344,0,0,-0.9144478117584993,2.03048281603878,2.2217042283986337,
313,0,2,0,26.0,1.0,0,26.0,0,1,-0.2517613536236291,0.09536287718576517,0.8097652358856646,
314,0,3,1,28.0,0.0,0,7.8958,0,1,-0.08608973908991159,-0.7885611483320362,-0.6021737566273045,
315,0,2,1,43.0,1.0,0,26.25,0,1,1.15644736991297,0.10756894021972692,0.8097652358856646,
316,1,3,0,26.0,0.0,0,7.8542,0,1,-0.2517613536236291,-0.7905922372208875,-0.6021737566273045,
317,1,2,0,24.0,1.0,0,26.0,0,1,-0.4174329681573467,0.09536287718576517,0.8097652358856646,
318,0,2,1,54.0,0.0,0,14.0,0,1,2.0676412498484167,-0.4905281484443989,-0.6021737566273045,
319,1,1,0,31.0,0.0,0,65.6344,0,1,0.16241768271066476,2.03048281603878,-0.6021737566273045,
320,1,1,0,40.0,1.0,0,65.6344,0,0,0.9079399481123938,2.03048281603878,0.8097652358856646,
321,0,3,1,22.0,0.0,0,7.25,0,1,-0.5831045826910642,-0.8200918503613662,-0.6021737566273045,
322,0,3,1,27.0,0.0,0,7.8958,0,1,-0.16892554635677037,-0.7885611483320362,-0.6021737566273045,
323,1,2,0,30.0,0.0,0,12.35,1,0,0.07958187544380597,-0.5710881644685465,-0.6021737566273045,
324,1,2,0,22.0,1.0,0,29.0,0,1,-0.5831045826910642,0.24183563359330618,0.8097652358856646,
325,0,3,1,28.0,2.5,0,65.6344,0,1,-0.08608973908991159,2.03048281603878,2.927673724655119,
326,1,1,0,36.0,0.0,0,65.6344,0,0,0.5765967190449587,2.03048281603878,-0.6021737566273045,
327,0,3,1,54.5,0.0,0,6.2375,0,1,2.109059153481846,-0.8695264056489113,-0.6021737566273045,
328,1,2,0,36.0,0.0,0,13.0,0,1,0.5765967190449587,-0.5393524005802459,-0.6021737566273045,
329,1,3,0,31.0,1.0,0,20.525,0,1,0.16241768271066476,-0.17194990325799725,0.8097652358856646,
330,1,1,0,16.0,0.0,0,57.9792,0,0,-1.080119426292217,1.6567234010884435,-0.6021737566273045,
331,1,3,0,28.0,2.0,0,23.25,1,0,-0.08608973908991159,-0.0389038161878141,2.2217042283986337,
332,0,1,1,45.5,0.0,0,28.5,0,1,1.363536888080117,0.21742350752538267,-0.6021737566273045,
333,0,1,1,38.0,0.0,0,65.6344,0,1,0.7422683335786762,2.03048281603878,-0.6021737566273045,
334,0,3,1,16.0,2.0,0,18.0,0,1,-1.080119426292217,-0.2952311399010109,2.2217042283986337,
335,1,1,0,28.0,1.0,0,65.6344,0,1,-0.08608973908991159,2.03048281603878,0.8097652358856646,
336,0,3,1,28.0,0.0,0,7.8958,0,1,-0.08608973908991159,-0.7885611483320362,-0.6021737566273045,
337,0,1,1,29.0,1.0,0,65.6344,0,1,-0.0032539318230528085,2.03048281603878,0.8097652358856646,
338,1,1,0,41.0,0.0,0,65.6344,0,0,0.9907757553792526,2.03048281603878,-0.6021737566273045,
339,1,3,1,45.0,0.0,0,8.05,0,1,1.3221189844466876,-0.7810324486526885,-0.6021737566273045,
340,0,1,1,45.0,0.0,0,35.5,0,1,1.3221189844466876,0.5591932724763117,-0.6021737566273045,
341,1,2,1,2.5,1.0,0,26.0,0,1,-2.1984028243948104,0.09536287718576517,0.8097652358856646,
342,1,1,0,24.0,2.5,0,65.6344,0,1,-0.4174329681573467,2.03048281603878,2.927673724655119,
343,0,2,1,28.0,0.0,0,13.0,0,1,-0.08608973908991159,-0.5393524005802459,-0.6021737566273045,
344,0,2,1,25.0,0.0,0,13.0,0,1,-0.3345971608904879,-0.5393524005802459,-0.6021737566273045,
345,0,2,1,36.0,0.0,0,13.0,0,1,0.5765967190449587,-0.5393524005802459,-0.6021737566273045,
346,1,2,0,24.0,0.0,0,13.0,0,1,-0.4174329681573467,-0.5393524005802459,-0.6021737566273045,
347,1,2,0,40.0,0.0,0,13.0,0,1,0.9079399481123938,-0.5393524005802459,-0.6021737566273045,
348,1,3,0,28.0,1.0,0,16.1,0,1,-0.08608973908991159,-0.38799721895912015,0.8097652358856646,
349,1,3,1,3.0,1.0,0,15.9,0,1,-2.156984920761381,-0.39776206938628955,0.8097652358856646,
350,0,3,1,42.0,0.0,0,8.6625,0,1,1.0736115626461114,-0.7511275942194823,-0.6021737566273045,
351,0,3,1,23.0,0.0,0,9.225,0,1,-0.5002687754242054,-0.7236639523930684,-0.6021737566273045,
352,0,1,1,28.0,0.0,0,35.0,0,1,-0.08608973908991159,0.5347811464083883,-0.6021737566273045,
353,0,3,1,15.0,1.0,0,7.2292,0,0,-1.1629552335590756,-0.8211073948057919,0.8097652358856646,
354,0,3,1,25.0,1.0,0,17.8,0,1,-0.3345971608904879,-0.30499599032818026,0.8097652358856646,
355,0,3,1,28.0,0.0,0,7.225,0,0,-0.08608973908991159,-0.8213124566647625,-0.6021737566273045,
356,0,3,1,28.0,0.0,0,9.5,0,1,-0.08608973908991159,-0.7102372830557104,-0.6021737566273045,
357,1,1,0,22.0,0.0,0,55.0,0,1,-0.5831045826910642,1.5112661891253283,-0.6021737566273045,
358,0,2,0,38.0,0.0,0,13.0,0,1,0.7422683335786762,-0.5393524005802459,-0.6021737566273045,
359,1,3,0,28.0,0.0,0,7.8792,1,0,-0.08608973908991159,-0.7893716309174912,-0.6021737566273045,
360,1,3,0,28.0,0.0,0,7.8792,1,0,-0.08608973908991159,-0.7893716309174912,-0.6021737566273045,
361,0,3,1,40.0,1.0,0,27.9,0,1,0.9079399481123938,0.1881289562438744,0.8097652358856646,
362,0,2,1,29.0,1.0,0,27.7208,0,0,-0.0032539318230528085,0.17937965026113073,0.8097652358856646,
363,0,3,0,45.0,0.0,0,14.4542,0,0,1.3221189844466876,-0.46835217312429717,-0.6021737566273045,
364,0,3,1,35.0,0.0,0,7.05,0,1,0.49376091177809983,-0.8298567007885356,-0.6021737566273045,
365,0,3,1,28.0,1.0,0,15.5,1,0,-0.08608973908991159,-0.4172917702406284,0.8097652358856646,
366,0,3,1,30.0,0.0,0,7.25,0,1,0.07958187544380597,-0.8200918503613662,-0.6021737566273045,
367,1,1,0,54.5,1.0,0,65.6344,0,0,2.109059153481846,2.03048281603878,0.8097652358856646,
368,1,3,0,28.0,0.0,0,7.2292,0,0,-0.08608973908991159,-0.8211073948057919,-0.6021737566273045,
369,1,3,0,28.0,0.0,0,7.75,1,0,-0.08608973908991159,-0.7956797242934427,-0.6021737566273045,
370,1,1,0,24.0,0.0,0,65.6344,0,0,-0.4174329681573467,2.03048281603878,-0.6021737566273045,
371,1,1,1,25.0,1.0,0,55.4417,0,0,-0.3345971608904879,1.532831861293732,0.8097652358856646,
372,0,3,1,18.0,1.0,0,6.4958,0,1,-0.9144478117584993,-0.856915101322222,0.8097652358856646,
373,0,3,1,19.0,0.0,0,8.05,0,1,-0.8316120044916406,-0.7810324486526885,-0.6021737566273045,
374,0,1,1,22.0,0.0,0,65.6344,0,0,-0.5831045826910642,2.03048281603878,-0.6021737566273045,
375,0,3,0,3.0,2.5,0,21.075,0,1,-2.156984920761381,-0.14509656458328138,2.927673724655119,
376,1,1,0,28.0,1.0,0,65.6344,0,0,-0.08608973908991159,2.03048281603878,0.8097652358856646,
377,1,3,0,22.0,0.0,0,7.25,0,1,-0.5831045826910642,-0.8200918503613662,-0.6021737566273045,
378,0,1,1,27.0,0.0,0,65.6344,0,0,-0.16892554635677037,2.03048281603878,-0.6021737566273045,
379,0,3,1,20.0,0.0,0,4.0125,0,0,-0.7487761972247818,-0.9781603666511709,-0.6021737566273045,
380,0,3,1,19.0,0.0,0,7.775,0,1,-0.8316120044916406,-0.7944591179900464,-0.6021737566273045,
381,1,1,0,42.0,0.0,0,65.6344,0,0,1.0736115626461114,2.03048281603878,-0.6021737566273045,
382,1,3,0,2.5,0.0,0,15.7417,0,0,-2.1984028243948104,-0.4054909484993942,-0.6021737566273045,
383,0,3,1,32.0,0.0,0,7.925,0,1,0.24525348997752353,-0.7871354801696694,-0.6021737566273045,
384,1,1,0,35.0,1.0,0,52.0,0,1,0.49376091177809983,1.3647934327177873,0.8097652358856646,
385,0,3,1,28.0,0.0,0,7.8958,0,1,-0.08608973908991159,-0.7885611483320362,-0.6021737566273045,
386,0,2,1,18.0,0.0,0,65.6344,0,1,-0.9144478117584993,2.03048281603878,-0.6021737566273045,
387,0,3,1,2.5,2.5,0,46.9,0,1,-2.1984028243948104,1.1157897468249676,2.927673724655119,
388,1,2,0,36.0,0.0,0,13.0,0,1,0.5765967190449587,-0.5393524005802459,-0.6021737566273045,
389,0,3,1,28.0,0.0,0,7.7292,1,0,-0.08608973908991159,-0.7966952687378683,-0.6021737566273045,
390,1,2,0,17.0,0.0,0,12.0,0,0,-0.9972836190253581,-0.5881766527160929,-0.6021737566273045,
391,1,1,1,36.0,1.0,0,65.6344,0,1,0.5765967190449587,2.03048281603878,0.8097652358856646,
392,1,3,1,21.0,0.0,0,7.7958,0,1,-0.665940389957923,-0.7934435735456209,-0.6021737566273045,
393,0,3,1,28.0,2.0,0,7.925,0,1,-0.08608973908991159,-0.7871354801696694,2.2217042283986337,
394,1,1,0,23.0,1.0,0,65.6344,0,0,-0.5002687754242054,2.03048281603878,0.8097652358856646,
395,1,3,0,24.0,0.0,0,16.7,0,1,-0.4174329681573467,-0.358702667677612,-0.6021737566273045,
396,0,3,1,22.0,0.0,0,7.7958,0,1,-0.5831045826910642,-0.7934435735456209,-0.6021737566273045,
397,0,3,0,31.0,0.0,0,7.8542,0,1,0.16241768271066476,-0.7905922372208875,-0.6021737566273045,
398,0,2,1,46.0,0.0,0,26.0,0,1,1.4049547917135463,0.09536287718576517,-0.6021737566273045,
399,0,2,1,23.0,0.0,0,10.5,0,1,-0.5002687754242054,-0.6614130309198635,-0.6021737566273045,
400,1,2,0,28.0,0.0,0,12.65,0,1,-0.08608973908991159,-0.5564408888277923,-0.6021737566273045,
401,1,3,1,39.0,0.0,0,7.925,0,1,0.825104140845535,-0.7871354801696694,-0.6021737566273045,
402,0,3,1,26.0,0.0,0,8.05,0,1,-0.2517613536236291,-0.7810324486526885,-0.6021737566273045,
403,0,3,0,21.0,1.0,0,9.825,0,1,-0.665940389957923,-0.6943694011115602,0.8097652358856646,
404,0,3,1,28.0,1.0,0,15.85,0,1,-0.08608973908991159,-0.40020328199308197,0.8097652358856646,
405,0,3,0,20.0,0.0,0,8.6625,0,1,-0.7487761972247818,-0.7511275942194823,-0.6021737566273045,
406,0,2,1,34.0,1.0,0,21.0,0,1,0.4109251045112411,-0.14875838349346987,0.8097652358856646,
407,0,3,1,51.0,0.0,0,7.75,0,1,1.8191338280478402,-0.7956797242934427,-0.6021737566273045,
408,1,2,1,3.0,1.0,0,18.75,0,1,-2.156984920761381,-0.2586129507991256,0.8097652358856646,
409,0,3,1,21.0,0.0,0,7.775,0,1,-0.665940389957923,-0.7944591179900464,-0.6021737566273045,
410,0,3,0,28.0,2.5,0,25.4667,0,1,-0.08608973908991159,0.06932490352171793,2.927673724655119,
411,0,3,1,28.0,0.0,0,7.8958,0,1,-0.08608973908991159,-0.7885611483320362,-0.6021737566273045,
412,0,3,1,28.0,0.0,0,6.8583,1,0,-0.08608973908991159,-0.8392163099229775,-0.6021737566273045,
413,1,1,0,33.0,1.0,0,65.6344,1,0,0.3280892972443823,2.03048281603878,0.8097652358856646,
414,0,2,1,28.0,0.0,0,0.0,0,1,-0.08608973908991159,-1.174067678346257,-0.6021737566273045,
415,1,3,1,44.0,0.0,0,7.925,0,1,1.239283177179829,-0.7871354801696694,-0.6021737566273045,
416,0,3,0,28.0,0.0,0,8.05,0,1,-0.08608973908991159,-0.7810324486526885,-0.6021737566273045,
417,1,2,0,34.0,1.0,0,32.5,0,1,0.4109251045112411,0.4127205160687707,0.8097652358856646,
418,1,2,0,18.0,0.0,0,13.0,0,1,-0.9144478117584993,-0.5393524005802459,-0.6021737566273045,
419,0,2,1,30.0,0.0,0,13.0,0,1,0.07958187544380597,-0.5393524005802459,-0.6021737566273045,
420,0,3,0,10.0,0.0,0,24.15,0,1,-1.5771342698933695,0.005038010734448137,-0.6021737566273045,
421,0,3,1,28.0,0.0,0,7.8958,0,0,-0.08608973908991159,-0.7885611483320362,-0.6021737566273045,
422,0,3,1,21.0,0.0,0,7.7333,1,0,-0.665940389957923,-0.7964950893041114,-0.6021737566273045,
423,0,3,1,29.0,0.0,0,7.875,0,1,-0.0032539318230528085,-0.7895766927764618,-0.6021737566273045,
424,0,3,0,28.0,1.0,0,14.4,0,1,-0.08608973908991159,-0.4709984475900601,0.8097652358856646,
425,0,3,1,18.0,1.0,0,20.2125,0,1,-0.9144478117584993,-0.18720748205044946,0.8097652358856646,
426,0,3,1,28.0,0.0,0,7.25,0,1,-0.08608973908991159,-0.8200918503613662,-0.6021737566273045,
427,1,2,0,28.0,1.0,0,26.0,0,1,-0.08608973908991159,0.09536287718576517,0.8097652358856646,
428,1,2,0,19.0,0.0,0,26.0,0,1,-0.8316120044916406,0.09536287718576517,-0.6021737566273045,
429,0,3,1,28.0,0.0,0,7.75,1,0,-0.08608973908991159,-0.7956797242934427,-0.6021737566273045,
430,1,3,1,32.0,0.0,0,8.05,0,1,0.24525348997752353,-0.7810324486526885,-0.6021737566273045,
431,1,1,1,28.0,0.0,0,26.55,0,1,-0.08608973908991159,0.12221621586048105,-0.6021737566273045,
432,1,3,0,28.0,1.0,0,16.1,0,1,-0.08608973908991159,-0.38799721895912015,0.8097652358856646,
433,1,2,0,42.0,1.0,0,26.0,0,1,1.0736115626461114,0.09536287718576517,0.8097652358856646,
434,0,3,1,17.0,0.0,0,7.125,0,1,-0.9972836190253581,-0.8261948818783471,-0.6021737566273045,
435,0,1,1,50.0,1.0,0,55.9,0,1,1.7362980207809815,1.5552080160475905,0.8097652358856646,
436,1,1,0,14.0,1.0,0,65.6344,0,1,-1.2457910408259345,2.03048281603878,0.8097652358856646,
437,0,3,0,21.0,2.0,0,34.375,0,1,-0.665940389957923,0.5042659888234838,2.2217042283986337,
438,1,2,0,24.0,2.0,0,18.75,0,1,-0.4174329681573467,-0.2586129507991256,2.2217042283986337,
439,0,1,1,54.5,1.0,0,65.6344,0,1,2.109059153481846,2.03048281603878,0.8097652358856646,
440,0,2,1,31.0,0.0,0,10.5,0,1,0.16241768271066476,-0.6614130309198635,-0.6021737566273045,
441,1,2,0,45.0,1.0,0,26.25,0,1,1.3221189844466876,0.10756894021972692,0.8097652358856646,
442,0,3,1,20.0,0.0,0,9.5,0,1,-0.7487761972247818,-0.7102372830557104,-0.6021737566273045,
443,0,3,1,25.0,1.0,0,7.775,0,1,-0.3345971608904879,-0.7944591179900464,0.8097652358856646,
444,1,2,0,28.0,0.0,0,13.0,0,1,-0.08608973908991159,-0.5393524005802459,-0.6021737566273045,
445,1,3,1,28.0,0.0,0,8.1125,0,1,-0.08608973908991159,-0.7779809328941981,-0.6021737566273045,
446,1,1,1,4.0,0.0,0,65.6344,0,1,-2.074149113494522,2.03048281603878,-0.6021737566273045,
447,1,2,0,13.0,0.0,0,19.5,0,1,-1.3286268480927932,-0.22199476169724036,-0.6021737566273045,
448,1,1,1,34.0,0.0,0,26.55,0,1,0.4109251045112411,0.12221621586048105,-0.6021737566273045,
449,1,3,0,5.0,2.0,0,19.2583,0,0,-1.9913133062276636,-0.23379558343847467,2.2217042283986337,
450,1,1,1,52.0,0.0,0,30.5,0,1,1.901969635314699,0.31507201179707667,-0.6021737566273045,
451,0,2,1,36.0,1.0,0,27.75,0,1,0.5765967190449587,0.18080531842349742,0.8097652358856646,
452,0,3,1,28.0,1.0,0,19.9667,0,1,-0.08608973908991159,-0.1992084832254406,0.8097652358856646,
453,0,1,1,30.0,0.0,0,27.75,0,0,0.07958187544380597,0.18080531842349742,-0.6021737566273045,
454,1,1,1,49.0,1.0,0,65.6344,0,0,1.6534622135141228,2.03048281603878,0.8097652358856646,
455,0,3,1,28.0,0.0,0,8.05,0,1,-0.08608973908991159,-0.7810324486526885,-0.6021737566273045,
456,1,3,1,29.0,0.0,0,7.8958,0,0,-0.0032539318230528085,-0.7885611483320362,-0.6021737566273045,
457,0,1,1,54.5,0.0,0,26.55,0,1,2.109059153481846,0.12221621586048105,-0.6021737566273045,
458,1,1,0,28.0,1.0,0,51.8625,0,1,-0.08608973908991159,1.3580800980491081,0.8097652358856646,
459,1,2,0,50.0,0.0,0,10.5,0,1,1.7362980207809815,-0.6614130309198635,-0.6021737566273045,
460,0,3,1,28.0,0.0,0,7.75,1,0,-0.08608973908991159,-0.7956797242934427,-0.6021737566273045,
461,1,1,1,48.0,0.0,0,26.55,0,1,1.570626406247264,0.12221621586048105,-0.6021737566273045,
462,0,3,1,34.0,0.0,0,8.05,0,1,0.4109251045112411,-0.7810324486526885,-0.6021737566273045,
463,0,1,1,47.0,0.0,0,38.5,0,1,1.4877905989804052,0.7056660288838528,-0.6021737566273045,
464,0,2,1,48.0,0.0,0,13.0,0,1,1.570626406247264,-0.5393524005802459,-0.6021737566273045,
465,0,3,1,28.0,0.0,0,8.05,0,1,-0.08608973908991159,-0.7810324486526885,-0.6021737566273045,
466,0,3,1,38.0,0.0,0,7.05,0,1,0.7422683335786762,-0.8298567007885356,-0.6021737566273045,
467,0,2,1,28.0,0.0,0,0.0,0,1,-0.08608973908991159,-1.174067678346257,-0.6021737566273045,
468,0,1,1,54.5,0.0,0,26.55,0,1,2.109059153481846,0.12221621586048105,-0.6021737566273045,
469,0,3,1,28.0,0.0,0,7.725,1,0,-0.08608973908991159,-0.796900330596839,-0.6021737566273045,
470,1,3,0,2.5,2.0,0,19.2583,0,0,-2.1984028243948104,-0.23379558343847467,2.2217042283986337,
471,0,3,1,28.0,0.0,0,7.25,0,1,-0.08608973908991159,-0.8200918503613662,-0.6021737566273045,
472,0,3,1,38.0,0.0,0,8.6625,0,1,0.7422683335786762,-0.7511275942194823,-0.6021737566273045,
473,1,2,0,33.0,1.0,0,27.75,0,1,0.3280892972443823,0.18080531842349742,0.8097652358856646,
474,1,2,0,23.0,0.0,0,13.7917,0,0,-0.5002687754242054,-0.5006982401642958,-0.6021737566273045,
475,0,3,0,22.0,0.0,0,9.8375,0,1,-0.5831045826910642,-0.693759097959862,-0.6021737566273045,
476,0,1,1,28.0,0.0,0,52.0,0,1,-0.08608973908991159,1.3647934327177873,-0.6021737566273045,
477,0,2,1,34.0,1.0,0,21.0,0,1,0.4109251045112411,-0.14875838349346987,0.8097652358856646,
478,0,3,1,29.0,1.0,0,7.0458,0,1,-0.0032539318230528085,-0.8300617626475062,0.8097652358856646,
479,0,3,1,22.0,0.0,0,7.5208,0,1,-0.5831045826910642,-0.8068702428829788,-0.6021737566273045,
480,1,3,0,2.5,0.0,0,12.2875,0,1,-2.1984028243948104,-0.5741396802270369,-0.6021737566273045,
481,0,3,1,9.0,2.5,0,46.9,0,1,-1.6599700771602284,1.1157897468249676,2.927673724655119,
482,0,2,1,28.0,0.0,0,0.0,0,1,-0.08608973908991159,-1.174067678346257,-0.6021737566273045,
483,0,3,1,50.0,0.0,0,8.05,0,1,1.7362980207809815,-0.7810324486526885,-0.6021737566273045,
484,1,3,0,54.5,0.0,0,9.5875,0,1,2.109059153481846,-0.7059651609938238,-0.6021737566273045,
485,1,1,1,25.0,1.0,0,65.6344,0,0,-0.3345971608904879,2.03048281603878,0.8097652358856646,
486,0,3,0,28.0,2.5,0,25.4667,0,1,-0.08608973908991159,0.06932490352171793,2.927673724655119,
487,1,1,0,35.0,1.0,0,65.6344,0,1,0.49376091177809983,2.03048281603878,0.8097652358856646,
488,0,1,1,54.5,0.0,0,29.7,0,0,2.109059153481846,0.27601261008839906,-0.6021737566273045,
489,0,3,1,30.0,0.0,0,8.05,0,1,0.07958187544380597,-0.7810324486526885,-0.6021737566273045,
490,1,3,1,9.0,1.0,0,15.9,0,1,-1.6599700771602284,-0.39776206938628955,0.8097652358856646,
491,0,3,1,28.0,1.0,0,19.9667,0,1,-0.08608973908991159,-0.1992084832254406,0.8097652358856646,
492,0,3,1,21.0,0.0,0,7.25,0,1,-0.665940389957923,-0.8200918503613662,-0.6021737566273045,
493,0,1,1,54.5,0.0,0,30.5,0,1,2.109059153481846,0.31507201179707667,-0.6021737566273045,
494,0,1,1,54.5,0.0,0,49.5042,0,0,2.109059153481846,1.2429378642371403,-0.6021737566273045,
